Gene_name	Chr	Start	End	Strand	meRIP_TKO	RNAPII_TKOmean_GB	RNAPII_TKOmean_PR	PausIndex_TKO	cheRNA_TKO_mean	TK0_Pull
Ralb	chr1	119468304	119506782	-	0.46469890603108	6.65550819107303e-07	2.24929046772895e-06	3.37959236643402	3.27293083896925e-07	3.02
Epb41l5	chr1	119543032	119651000	-	0.47105932996353	5.97586384096572e-07	3.93278169450151e-06	6.58110994353907	9.96159207096284e-07	3.72
Ptpn4	chr1	119656091	119839071	-	0.994565913259736	5.81605375055884e-07	3.14990221371787e-06	5.41587534918364	1.33932054040618e-06	3.86
3110009E18Rik	chr1	120119186	120190189	+	0.401918921525336	4.87722121612086e-07	5.03014239655015e-06	10.3135416124326	1.35538143963242e-07	2.22
Steap3	chr1	120224415	120273082	-	0.51579468132674	4.8698105695811e-07	4.91427353934583e-07	1.00913032840383	2.17055521311501e-07	1.38
Ccdc93	chr1	121429066	121508460	+	0.353474900674151	4.68118634380186e-07	1.63885140972694e-06	3.50093179242238	3.9983412403996e-07	2.32
Actr3	chr1	125390904	125437727	-	0.53794671970199	6.92598995290107e-07	4.08283266178799e-06	5.89494453435906	1.40747860649003e-06	4.06
Mgat5	chr1	127202985	127484972	+	0.466036019825222	4.35331049995189e-07	1.60391832116001e-06	3.68436462590421	3.11404931948675e-07	5.14
Ccnt2	chr1	127772163	127806837	+	0.614393113186763	9.63711925404198e-07	4.32032760954546e-06	4.48300731334567	3.74719687295129e-06	4.2
Map3k19	chr1	127813270	127842290	-	0.288802821801035	4.31733963100506e-07	4.91733296204626e-07	1.13897292831269	4.32483965281989e-09	2.5
Rab3gap1	chr1	127866772	127945876	+	0.389416911877381	5.14551118396395e-07	3.29344496917075e-06	6.40061764793129	9.75927671671465e-07	2.14
Zranb3	chr1	127952178	128105047	-	0.697264894426083	5.93990390465699e-07	2.93899648907347e-06	4.94788558240689	1.02926088678451e-06	3.74
R3hdm1	chr1	128101305	128239735	+	0.643624481397301	7.07889601213432e-07	2.55389811218987e-06	3.60776328372686	2.28352222486373e-06	1.46
Ubxn4	chr1	128242180	128281377	+	0.523181258421733	6.1769128540043e-07	3.3417560934569e-06	5.41007485849593	6.6788798120189e-07	2.1
Mcm6	chr1	128329574	128361705	-	0.294448247021937	1.1287207818681e-06	5.13975331440892e-06	4.55360918038766	3.36382602108088e-06	3.86
Dars	chr1	128361706	128419416	-	0.549602064969029	8.21476255241046e-07	4.33064622256424e-06	5.27178502718073	1.41092013767744e-06	3.7
Cd55	chr1	130437025	130464744	-	0.659695761631152	3.86214446147651e-07	9.66111307179471e-07	2.50148930682444	4.26205029170874e-07	3.94
Mapkapk2	chr1	131051699	131099843	-	0.249290233359921	4.80726439073515e-07	2.05888287517746e-06	4.28285758350521	3.41314334665569e-07	3.62
Rassf5	chr1	131174409	131247178	-	0.244881269644954	5.39056812125119e-07	1.17387418496075e-06	2.17764465369243	9.23448817481456e-08	1.52
Srgap2	chr1	131283250	131529361	-	0.709574985899476	6.0895013386442e-07	5.59471786842637e-06	9.18748113728473	1.34469471655256e-06	6.3
Slc41a1	chr1	131826011	131850863	+	0.47689655439829	6.95762912630111e-07	5.01462276494062e-06	7.20737290521053	8.7125896814252e-07	3.74
Nucks1	chr1	131908457	131938321	+	0.440953574159597	1.89770004849931e-06	5.33413815647098e-06	2.81084366345945	1.00196184020123e-05	3.58
Cdk18	chr1	132111546	132141685	-	0.427922600252036	5.66153770775698e-07	1.3904259644106e-06	2.45591575325119	3.11521816610154e-07	1.46
Lemd1	chr1	132189435	132259382	+	0.356348530019369	1.10880794473429e-06	1.73608554283931e-06	1.56572249602282	5.52653153493512e-07	4.1
Tmcc2	chr1	132354314	132393386	-	0.555397980692748	6.02760754787008e-07	1.65161756090607e-06	2.74008808269159	2.44790700684671e-07	1.8
Dstyk	chr1	132415452	132468959	+	0.454475281012236	5.86448040461088e-07	1.66101834711473e-06	2.83233676730981	4.18028937756663e-07	3.78
Rbbp5	chr1	132475366	132507665	+	0.403078742679921	9.12922527922016e-07	3.76935269149581e-06	4.1288856131917	2.69336415741553e-06	4.18
Nfasc	chr1	132562689	132743797	-	0.616420362585099	4.88946230957323e-07	1.88788873958336e-06	3.86113772855351	3.80829106779972e-07	4.22
Lrrn2	chr1	132878354	132942005	+	0.715009986925976	5.26143364858033e-07	8.09107091844681e-07	1.53780727057729	1.02781223689257e-07	2.5
Sox13	chr1	133380299	133426212	-	0.297298882209761	7.80424010009505e-07	1.42260557254713e-06	1.8228623854484	8.24850458131804e-07	3.86
Zc3h11a	chr1	133617870	133663399	-	0.856154101304512	1.1956539947288e-06	3.10150766526904e-06	2.5939842788486	5.22508162081707e-06	4.06
Atp2b4	chr1	133700673	133755747	-	0.857890061945598	6.42089461672359e-07	6.35665418090239e-07	0.989995095752875	4.69215265317046e-07	6.3
Ppfia4	chr1	134294782	134334928	-	0.272812843469754	1.00193167772861e-06	5.61905415608516e-07	0.560822088071276	4.02583583902933e-06	0.52
Klhl12	chr1	134453530	134492873	+	0.511431847166437	6.94668084688423e-07	3.36208737722443e-06	4.83984718937018	1.05327923428416e-06	3.58
Kdm5b	chr1	134558177	134634878	+	0.434486065402098	1.67332872354295e-06	5.53914755382187e-06	3.31025666140111	6.13967125429579e-06	3.86
Ppp1r12b	chr1	134763942	134957940	-	0.634921098070438	4.8278291152482e-07	2.03243274600906e-06	4.20982743483988	3.28565962455426e-07	4.94
Ptprv	chr1	135106497	135134575	-	0.35820622520001	7.48214648107751e-07	8.29744317882255e-07	1.10896561565681	2.10160055693798e-07	1.12
Ipo9	chr1	135380314	135432491	-	0.556394875776508	7.80383724592631e-07	3.21937902441899e-06	4.12537950621605	1.45645940581777e-06	3.68
Csrp1	chr1	135727196	135754229	+	0.362640751986088	5.2443117037133e-07	1.97686243140456e-06	3.76953648656089	2.59486311896465e-07	3.3
Kif21b	chr1	136129400	136180014	+	0.278230160970336	6.62244690300805e-07	2.06041258652767e-06	3.11125572874248	3.40499065939751e-07	3.06
Camsap2	chr1	136266122	136348104	-	0.626349015510632	5.78911584019661e-07	3.52429261114995e-06	6.08779079298966	8.93796500515936e-07	2.22
Ddx59	chr1	136413270	136442220	+	0.627245099617131	6.78355481133189e-07	4.91991959415128e-06	7.25271591516086	4.58300679846608e-07	3.62
Kif14	chr1	136465847	136532819	+	0.681001144337963	7.55042517143009e-07	8.55276620240521e-07	1.13275292559257	1.33364285093556e-06	2.8
Nr5a2	chr1	136841583	136962448	-	0.568535551949969	8.88899300713332e-07	5.5670439701778e-07	0.62628511077805	2.23011182036529e-06	5.2
Nek7	chr1	138481836	138621757	-	0.589009479844181	4.55474573800895e-07	2.4922923763472e-06	5.47185840814173	4.46439500315609e-07	0.98
Dennd1b	chr1	138961708	139178043	+	0.525640236682398	4.56363121646375e-07	1.65222944544616e-06	3.62042717098958	5.6215849069208e-07	3.68
Zbtb41	chr1	139420382	139455007	+	1.07933184911775	7.27178280238612e-07	3.67006038665582e-06	5.04698845715187	1.40088796070281e-06	1.76
Aspm	chr1	139452772	139496088	+	0.758886608414705	7.92462552032748e-07	3.02346447100671e-06	3.81527740743233	3.5818389084438e-06	3.68
F13b	chr1	139499706	139525756	+	1.05787112326934	4.27302716372633e-07	4.66812878386447e-07	1.0924641021457	1.88531977600527e-08	0.72
Kcnt2	chr1	140244256	140612261	+	0.812391864378768	4.60715539491097e-07	2.22957106850151e-06	4.83936589367981	3.41078995178275e-07	3.54
Cdc73	chr1	143601275	143704893	-	0.985223454263731	7.8015774953581e-07	4.07649129827977e-06	5.22521413227679	2.1580132162584e-06	3.66
Trove2	chr1	143748789	143779051	-	1.09213244506928	6.53252828374923e-07	3.75024517680846e-06	5.74087859081733	1.35197064061869e-06	2.72
Uchl5	chr1	143775277	143809466	+	0.917581793907396	8.33544081017858e-07	3.93278169450151e-06	4.71814482768459	1.51919211850952e-06	3.72
Pla2g4a	chr1	149827617	149963290	-	1.10229012414311	3.69257120903952e-07	5.56398454747737e-07	1.50680494227344	6.78289923377098e-08	6.32
Tpr	chr1	150390837	150451935	+	0.624901342586757	8.46756955614519e-07	3.67946117286448e-06	4.34535689192441	3.3198293290938e-06	4.06
Swt1	chr1	151365698	151430435	-	1.16831602524881	7.29416213489252e-07	4.4242090484361e-06	6.06541089520392	1.80415594479382e-06	3.62
Trmt1l	chr1	151426647	151460183	+	0.686844848147039	6.460164656246e-07	4.6523032099849e-06	7.20152419874752	6.12531014391904e-07	3.34
Rnf2	chr1	151467405	151502823	-	0.374046880487571	8.58636149244588e-07	3.03141897002784e-06	3.5305047110989	1.71535263031196e-06	3.54
Fam129a	chr1	151569372	151721347	+	0.436954081452239	5.19369366831e-07	2.27298711646696e-06	4.37643662031107	4.46910748421052e-07	3.54
Edem3	chr1	151753373	151824328	+	0.665248889130447	5.56586673754161e-07	2.54969834457195e-06	4.58095470984655	6.67716466218944e-07	3
1700025G04Rik	chr1	151882523	152092320	-	0.513562290251828	4.6777112568139e-07	1.79012614609359e-06	3.82692741773225	2.62822100393315e-07	2.28
Rgl1	chr1	152515529	152627111	-	0.315447492041788	4.20508762436767e-07	9.44250312061724e-07	2.24549497278006	6.74507313140171e-08	2.84
Ncf2	chr1	152798152	152838990	+	0.549869545638223	8.19613873773538e-07	7.95117171585375e-07	0.970111899063666	8.94524070294849e-08	2.86
Smg7	chr1	152834994	152904646	-	0.638442889448681	1.10752753897574e-06	3.84992684808117e-06	3.47614547954414	4.3790681822826e-06	3.38
Lamc2	chr1	153120755	153188447	-	0.484216517840424	5.06369719738232e-07	9.57016463240857e-07	1.8899559470807	1.16400196537896e-07	3.66
Lamc1	chr1	153216921	153334786	-	0.419262797841186	7.13837346671112e-07	3.15379603906575e-06	4.41808775314582	1.60940798237901e-06	3.64
Shcbp1l	chr1	153423208	153454574	+	0.415202914212749	1.11375279411096e-06	2.03518622643945e-06	1.82732311622528	1.61526332224122e-07	2.36
Dhx9	chr1	153453757	153489660	-	0.449357311574208	2.63101763771454e-06	7.19680053596612e-06	2.73536765120955	1.02787330884585e-05	3.62
Npl	chr1	153501015	153551714	-	0.507909947613776	6.4200044112541e-07	1.40708594093761e-06	2.19172114347932	1.52166534205634e-07	1.34
Stx6	chr1	155156702	155205517	+	0.424985936286445	5.78621479776778e-07	1.91433886875176e-06	3.3084476391894	7.05453856063547e-07	0.92
Xpr1	chr1	155273656	155419444	-	0.735192102611884	4.79119382842919e-07	2.06010664425763e-06	4.29977729565794	3.80811382424598e-07	3.14
Acbd6	chr1	155556119	155689233	+	0.455725400397932	5.28531621848737e-07	2.4965755681278e-06	4.72360680974034	5.2431545233822e-07	4.04
Qsox1	chr1	155776154	155814899	-	0.338815219876921	4.12038846325878e-07	2.7139617502251e-06	6.5866647633477	1.41049272464866e-07	0.54
Cep350	chr1	155842963	155975255	-	0.829346165667852	5.06349611685871e-07	2.96697632959208e-06	5.8595410386781	5.09397138208953e-07	3.62
Tor1aip1	chr1	156002598	156038480	-	0.641419645184084	6.56125336544839e-07	3.56801460138544e-06	5.43800765288936	5.1194532026554e-07	2.58
Tor1aip2	chr1	156033663	156070861	+	0.844037226119888	1.23418712348996e-06	4.19703271369742e-06	3.40064535905164	1.31044656838304e-06	0.76
Tdrd5	chr1	156253295	156305606	-	0.46859390199944	4.951099473542e-07	1.77399462994398e-06	3.58303168705045	2.48553905473678e-07	2.82
Soat1	chr1	156426107	156476328	-	0.311800231520617	6.55779218612038e-07	2.4825856478685e-06	3.78570344623441	9.04568629780174e-07	2.64
Abl2	chr1	156556786	156651619	+	0.67805104785367	8.05185973042395e-07	3.65493012147903e-06	4.53923719966069	1.51260655882868e-06	2.6
Fam20b	chr1	156676570	156720910	-	0.620161572180512	5.5197434749848e-07	2.01057175089131e-06	3.64250940284294	3.25822428698752e-07	2.92
Ralgps2	chr1	156802165	156941626	-	0.577663881275824	7.16878302907552e-07	4.2936549622697e-06	5.9893777575012	1.17930720937438e-06	5.88
Brinp2	chr1	158243268	158358260	-	0.423043817925715	3.23028362659603e-07	1.32628926624489e-06	4.1057981885092	7.46865415120497e-08	0.72
Rfwd2	chr1	159230325	159349580	+	0.624008099405432	6.58110044496948e-07	5.27244899646562e-06	8.01150056978058	1.6548815381413e-06	3.82
Rabgap1l	chr1	160217173	160794938	-	0.737177231578851	4.43491458155777e-07	1.80953960305099e-06	4.08021297766548	2.20376484188805e-07	0.94
Rc3h1	chr1	160904410	160976976	+	0.668819781209449	7.45328413179601e-07	3.43593080386883e-06	4.60995548151856	1.28384987667014e-06	3.52
Dars2	chr1	161038600	161072660	-	0.727580189255881	8.33145215663116e-07	4.03146211480141e-06	4.8388468648802	8.52351014989174e-07	1.98
Klhl20	chr1	161086377	161133479	-	0.625646712768581	5.33314113430205e-07	2.83878635742335e-06	5.32291624379609	4.83020235653645e-07	3.46
Ankrd45	chr1	161140711	161172507	+	0.462504941382574	7.73823327090748e-07	1.47328081083093e-06	1.903898162866	5.14883604751874e-07	0.86
Suco	chr1	161814111	161878661	-	1.48163016579874	5.94638970601017e-07	2.6486847071419e-06	4.45427366535497	9.47838977645606e-07	4.16
Vamp4	chr1	162568827	162601078	+	0.443399772600408	4.76306246892505e-07	2.57278310876987e-06	5.40153131636442	4.43633129951714e-07	1.94
Prrc2c	chr1	162669784	162742556	-	0.958835817007881	1.00759358518419e-06	3.72991389304093e-06	3.7018039295666	5.11084237122264e-06	3.26
Kifap3	chr1	163777582	163919107	+	0.880693353442831	4.32650453288348e-07	1.14047080774404e-06	2.63600973736633	4.638268836297e-07	2
Scyl3	chr1	163927099	163957126	+	0.355384996504259	9.35053794152602e-07	6.95518924475342e-07	0.743827712185971	9.48799289778429e-07	4.32
BC055324	chr1	163952005	163996781	-	0.602264467119655	7.4576338371877e-07	3.56526112095505e-06	4.7806867416536	1.7680895631011e-06	3.74
Nme7	chr1	164305671	164439300	+	0.587680052904732	6.08446426209413e-07	2.23683025881986e-06	3.67629780119704	6.63595587334272e-07	3.06
Atp1b1	chr1	164435098	164460355	-	0.301260313556954	1.02933043817819e-06	6.41230791966958e-06	6.22959127782009	1.99544376162212e-06	3.48
Sft2d2	chr1	165172340	165196433	-	0.241562938752995	6.55702145825533e-07	3.37095970305568e-06	5.14099233091821	7.48838006575546e-07	3.38
Tiprl	chr1	165210285	165238958	-	0.497194060287116	6.87877682404106e-07	3.09730789765112e-06	4.50270153674146	7.54294647981482e-07	1.48
Dcaf6	chr1	165327499	165462463	-	0.788844295853882	4.34336534729429e-07	4.06403108937068e-06	9.35687137602269	4.06740079711372e-07	2.44
Mpzl1	chr1	165590180	165636541	-	0.504259509357331	6.21569139118873e-07	5.44956197746058e-06	8.76742687898855	1.0037063088645e-06	3.8
Pou2f1	chr1	165863153	166004634	-	0.475900351375515	7.57423983150652e-07	3.82470048799295e-06	5.04961629559625	2.31492617017473e-06	3.62
Dusp27	chr1	166096147	166129898	-	0.926774492529059	9.93723901093454e-07	2.05521156793694e-06	2.06819174387923	1.09316354001697e-06	3.54
Gpa33	chr1	166128459	166168510	+	0.527407626370722	1.15668265398769e-06	3.19109324163033e-06	2.75883210544306	1.32805533137658e-06	6.74
Uck2	chr1	167224082	167287127	-	0.491867762760447	1.08335708409669e-06	2.95368171803555e-06	2.72641565869147	2.08164082104895e-06	4.32
Tmco1	chr1	167306669	167335978	+	0.433815757777794	6.46303722090159e-07	4.7294285774371e-06	7.31765641414231	4.72226799011177e-07	3.72
Nuf2	chr1	169495933	169533464	-	0.426914587661237	5.94004899903266e-07	2.13325476219927e-06	3.59130835881433	8.39043564432992e-07	1.98
Uap1	chr1	170139222	170176964	-	0.361393514217623	5.22984561191498e-07	4.31910384046528e-06	8.25856853331428	6.54595985132887e-07	1.4
Nos1ap	chr1	170315495	170591849	-	0.534418378145618	3.82512068173524e-07	1.06907491925998e-06	2.79487892856495	5.10459660492331e-08	1.04
Atf6	chr1	170702456	170869771	-	0.537662075462984	6.23363782302906e-07	2.11292347843174e-06	3.38955123543739	9.87892185046467e-07	3.4
Arhgap30	chr1	171386959	171412240	+	0.542210927607972	6.81020919252663e-07	1.26070628089165e-06	1.85120052152747	3.75076427204323e-07	2.22
F11r	chr1	171435560	171466593	+	0.601919388248799	7.47758281197669e-07	4.16209962513049e-06	5.56610301722656	7.98494544918328e-07	4.08
Vangl2	chr1	171998959	172029295	-	0.52452549816453	6.95238113023525e-07	3.60150140276484e-06	5.18024161118304	5.03570512148247e-07	5.1
Copa	chr1	172080528	172124332	+	0.325154880378063	6.69859913769319e-07	3.04716111974472e-06	4.54895278416985	1.43757825349741e-06	3.8
Dcaf8	chr1	172146014	172198393	+	0.416485180666436	7.8872153404134e-07	5.50443698336231e-06	6.97893584210648	1.56801097981429e-06	4.08
Cfap45	chr1	172519129	172547870	+	0.672792205898996	5.32433468391351e-07	1.54253510342469e-06	2.89714151156796	6.02991513351812e-08	1.78
Aim2	chr1	173418603	173468040	+	0.76376684988502	5.9506088562251e-07	1.37123502556056e-06	2.3043608791831	1.40414994464197e-06	3.48
Fmn2	chr1	174499824	174824729	+	0.823407564393191	4.13358424837041e-07	2.13906766533009e-06	5.17484956590247	2.44535551851384e-07	3.18
Fh1	chr1	175599377	175627635	-	0.218119895074999	6.53118950189797e-07	2.77901627520094e-06	4.25499256206447	9.50474835963594e-07	3.46
Opn3	chr1	175660420	175694632	-	1.12948133793204	5.18072720193314e-07	3.83348938966152e-06	7.39951987479883	5.3978250307643e-07	1.92
Exo1	chr1	175878777	175913396	+	0.582940563958714	9.71851769951039e-07	2.41088381711439e-06	2.48071145380107	2.43927060159923e-06	3.3
Cep170	chr1	176731652	176809124	-	1.64182198457209	5.27674980345565e-07	7.27698532611875e-07	1.37906582596605	8.912358862621e-07	2.38
Sdccag8	chr1	176812659	177022432	+	0.591148913866792	4.06067754192277e-07	1.73783777229688e-06	4.2796744000362	2.02700306684856e-07	0.92
Adss	chr1	177761177	177798509	-	0.633106899667973	8.21557606878438e-07	4.22860043729386e-06	5.1470528687096	2.58716962574059e-06	3.4
Desi2	chr1	178185416	178254598	+	0.465154814189369	5.80690013186977e-07	2.51537714054512e-06	4.33170380654573	1.05943475552101e-06	3.46
Efcab2	chr1	178403880	178485250	+	0.543261303961593	4.64536650730053e-07	3.29497468052097e-06	7.09303490982397	1.44785813513277e-07	3.26
Smyd3	chr1	178953030	179520003	-	0.451647568193575	5.60871222481656e-07	3.32654240411742e-06	5.93102707141695	9.75162335693713e-07	3
Cnst	chr1	179544528	179629473	+	0.473071711928994	5.47192729859078e-07	3.09516630176082e-06	5.65644631747563	2.65979283012005e-07	4.1
Ahctf1	chr1	179742903	179806015	-	0.456676166539319	8.95316911073294e-07	3.96710289852835e-06	4.43094824800376	3.01180601556758e-06	3.98
Cdc42bpa	chr1	179959088	180167602	+	0.641909033300603	5.02051131919883e-07	6.49655338349546e-07	1.29400233770057	5.0020745078303e-07	2.18
Adck3	chr1	180163237	180198020	-	0.251876391519188	4.62321848107702e-07	1.90944379243106e-06	4.13011801247653	1.3764506823595e-07	1.54
Itpkb	chr1	180328475	180425659	+	0.864970821971042	4.77907200193737e-07	8.06047669144248e-07	1.6866196383262	4.12801756649787e-08	2.46
Parp1	chr1	180566974	180603254	+	0.259018854608015	1.11432513193114e-06	3.8120177609765e-06	3.42092056594849	4.0339732246185e-06	2.94
Acbd3	chr1	180724042	180756204	+	0.47778322110579	6.64368205965597e-07	3.35849949414659e-06	5.05517793294356	7.04055308924208e-07	3.76
Tmem63a	chr1	180940517	180977104	+	0.280215185091452	5.77422277275059e-07	1.32055978727675e-06	2.28699140862501	2.87222356828774e-07	0.9
Ephx1	chr1	180987555	181019569	-	0.337673448941322	6.77287353210822e-07	2.37442101719725e-06	3.50578082691314	9.06925438034331e-07	3.54
Nvl	chr1	181085137	181146204	-	0.537236624144893	9.19805044108305e-07	3.08751774500973e-06	3.35670886432558	2.30674477939706e-06	3.94
Wdr26	chr1	181171225	181213978	-	0.560994939327857	8.81400585103244e-07	3.16625624797484e-06	3.59230105072367	1.61147663174273e-06	3.88
Lbr	chr1	181813314	181844401	-	0.35525194990529	9.670862485296e-07	4.32950587764675e-06	4.47685600351522	2.45028375938102e-06	3.7
Enah	chr1	181894383	182021980	-	0.571482577926012	1.23318865919408e-06	2.84468268471686e-06	2.30677006596536	5.30234130716655e-06	3.98
Fbxo28	chr1	182311101	182343606	-	0.365544651910027	8.60979494573075e-07	2.41180164392452e-06	2.801230063116	1.32913412626081e-06	1.36
Trp53bp2	chr1	182407166	182464436	+	0.384366244306973	5.65896157641526e-07	5.06905273462763e-06	8.95756697793075	6.34244476456518e-07	1.94
Susd4	chr1	182762905	182897654	+	0.6499172626762	3.7276946693143e-07	9.87972302297217e-07	2.65035736545169	9.92597674748383e-08	1.58
Disp1	chr1	183084263	183223529	-	0.495277319828907	4.25034906350347e-07	1.62669714308789e-06	3.82720835108785	2.38661151950663e-07	1.02
Brox	chr1	183274341	183299008	-	0.295449982797402	9.45580279986734e-07	4.82207357649883e-06	5.09959194217384	1.29677434737091e-06	3.36
Aida	chr1	183295059	183326501	+	0.469677617729776	2.67053541824198e-06	4.98244315680409e-06	1.86570944641657	6.34287299091479e-07	1.44
